"project_name"	"publication_year"	"publication_doi"	"site_name"	"latitude"	"longitude"	"geo_loc_name"	"sample_name"	"sample_host"	"sample_age"	"sample_age_doi"	"community_type"	"material"	"collection_date"	"archive"	"archive_project"	"archive_accession"
"30"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS08"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985747,ERS2985797,ERS3881515"
"31"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS09"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985748,ERS2985798,ERS3881516"
"32"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS10"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985749,ERS2985799,ERS3881517"
"33"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS11"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985750,ERS2985800,ERS3881518"
"34"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS12"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985751,ERS2985801,ERS3881519"
"35"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS13"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985752,ERS2985802,ERS3881520"
"36"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS14"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985753,ERS2985803,ERS3881521"
"37"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS15"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985754,ERS2985804,ERS3881522"
"38"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS16"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985755,ERS2985805,ERS3881523"
"39"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS17"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985756,ERS2985806,ERS3881524"
"40"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS18"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985757,ERS2985807,ERS3881525"
"41"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS19"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985758,ERS2985808,ERS3881526"
"42"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS20"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985759,ERS2985809,ERS3881527"
"43"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS21"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985760,ERS2985810,ERS3881528"
"44"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS22"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985761,ERS2985811,ERS3881529"
"45"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS23"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985762,ERS2985812,ERS3881530"
"46"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS24"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985763,ERS2985813,ERS3881531"
"47"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS26"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985764,ERS2985814,ERS3881532"
"48"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS27"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985765,ERS2985815,ERS3881533"
"49"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS28"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985766,ERS2985816,ERS3881534"
"50"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS29"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985767,ERS2985817,ERS3881535"
"51"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS30"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985768,ERS2985818,ERS3881536"
"52"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS31"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985769,ERS2985819,ERS3881537"
"53"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS32"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985770,ERS2985820,ERS3881538"
"54"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS33"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985771,ERS2985821,ERS3881539"
"55"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS34"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985772,ERS2985822,ERS3881540"
"56"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS35"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985773,ERS2985823,ERS3881541"
"57"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS36"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985774,ERS2985824,ERS3881542"
"58"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS37"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985775,ERS2985825,ERS3881543"
"59"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS38"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985776,ERS2985826,ERS3881544"
"60"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS39"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985777,ERS2985827,ERS3881545"
"61"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS40"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985778,ERS2985828,ERS3881546"
"62"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS42"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985779,ERS2985829,ERS3881547"
"63"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS43"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985780,ERS2985830,ERS3881548"
"64"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS44"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985781,ERS2985831,ERS3881549"
"65"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS45"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985782,ERS2985832,ERS3881550"
"66"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS46"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985783,ERS2985833,ERS3881551"
"67"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS47"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985784,ERS2985834,ERS3881552"
"68"	"Velsko2018"	2018	"10.1186/s40168-019-0717-3"	"Radcliffe Infirmary"	51.752	-1.257	"United Kingdom"	"CS48"	"Homo sapiens"	200	"10.1186/s40168-019-0717-3"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB30331"	"ERS2985785,ERS2985835,ERS3881553"
"69"	"Jensen2019"	2019	"10.1038/s41467-019-13549-9"	"Syltholm"	54.66	11.35	"Denmark"	"Syltholm_1"	"Homo sapiens"	5000	"10.1038/s41467-019-13549-9"	"oral"	"birch pitch"	NA	"ENA"	"PRJEB30280"	"ERS3337752"
"70"	"Fagernas2020"	2020	"10.1016/j.jas.2020.105135"	"Driffield Terrace"	53.951	-1.1	"United Kingdom"	"3DT21"	"Homo sapiens"	1500	"10.1016/j.jas.2020.105135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB35483"	"ERS4042406,ERS4042407,ERS4042408,ERS4042409"
"71"	"Fagernas2020"	2020	"10.1016/j.jas.2020.105135"	"Wighill"	53.91	-1.29	"United Kingdom"	"WG1561"	"Homo sapiens"	700	"10.1016/j.jas.2020.105135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB35483"	"ERS4042435,ERS4042436,ERS4042437,ERS4042438"
"72"	"Fagernas2020"	2020	"10.1016/j.jas.2020.105135"	"San MartÃ­n de Dulantzi"	42.84	-2.517	"Spain"	"SMD 1441-1-1440(044)"	"Homo sapiens"	1100	"10.1016/j.jas.2020.105135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB35483"	"ERS4042423,ERS4042424,ERS4042425,ERS4042426"
"73"	"Fagernas2020"	2020	"10.1016/j.jas.2020.105135"	"San MartÃ­n de Dulantzi"	42.84	-2.517	"Spain"	"SMD 2591-1-2590(159)"	"Homo sapiens"	1100	"10.1016/j.jas.2020.105135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB35483"	"ERS4042427,ERS4042428,ERS4042429,ERS4042430"
"74"	"Fagernas2020"	2020	"10.1016/j.jas.2020.105135"	"San MartÃ­n de Dulantzi"	42.84	-2.517	"Spain"	"SMD 2711-1-2710(171)"	"Homo sapiens"	1000	"10.1016/j.jas.2020.105135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB35483"	"ERS4042431,ERS4042432,ERS4042433,ERS4042434"
"75"	"Fagernas2020"	2020	"10.1016/j.jas.2020.105135"	"Rupert's Valley"	-15.933	-5.75	"Saint Helena"	"SK203"	"Homo sapiens"	100	"10.1016/j.jas.2020.105135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB35483"	"ERS4042419,ERS4042420,ERS4042421,ERS4042422"
"76"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Camino del Molino"	38.102	-1.865	"Spain"	"C214"	"Homo sapiens"	4700	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078201"
"77"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Camino del Molino"	38.102	-1.865	"Spain"	"C53"	"Homo sapiens"	4700	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078204"
"78"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Anse a la Gourde"	16.254	-61.203	"Guadeloupe"	"F1948"	"Homo sapiens"	800	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078198"
"79"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Anse a la Gourde"	16.254	-61.203	"Guadeloupe"	"F349A"	"Homo sapiens"	800	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078200"
"80"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"KhÃ¶vsgÃ¶l"	49.66	99.61	"Mongolia"	"H10"	"Homo sapiens"	4400	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078195"
"81"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"KhÃ¶vsgÃ¶l"	49.66	99.61	"Mongolia"	"H24"	"Homo sapiens"	4400	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078181"
"82"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT01"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078183,SRS3078182"
"83"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT02"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078176"
"84"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT03"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078178"
"85"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT04"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078185"
"86"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT05"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078115,SRS3078117"
"87"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT06"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078111"
"88"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT07"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078113"
"89"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT08"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078109,SRS3078099"
"90"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT09"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078097,SRS3078104"
"91"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT10"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078101"
"92"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT11"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078105"
"93"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT12"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078133"
